0,0,0.46697012
1,0,0.91195464
2,0,0.97631764
3,0,0.995767
4,0,0.9987637
5,0,0.9997923
6,0,0.9998909
7,0,0.9999368
8,0,0.9995988
9,0,0.9917522
10,0,0.92990494
11,0,0.47330928
12,0,0.14689949
13,0,0.033706475
14,0,0.0037299755
15,0,0.00053526775
0,1,0.9111865
1,1,0.97904164
2,1,0.98131585
3,1,0.9729177
4,1,0.9192651
5,1,0.68697447
6,1,0.4563701
7,1,0.25770742
8,1,0.15947773
9,1,0.2593426
10,1,0.60739446
11,1,0.7393544
12,1,0.80448765
13,1,0.36333445
14,1,0.01793381
15,1,0.0021405339
0,2,0.9266139
1,2,0.9600162
2,2,0.9532982
3,2,0.6700656
4,2,0.13161197
5,2,0.03656062
6,2,0.0084946
7,2,0.0024250913
8,2,0.006530042
9,2,0.039419606
10,2,0.3185362
11,2,0.8769419
12,2,0.9040579
13,2,0.61831886
14,2,0.08203184
15,2,0.035721023
0,3,0.93321586
1,3,0.97808915
2,3,0.82666284
3,3,0.15234451
4,3,0.008051883
5,3,0.00343117
6,3,0.0015606979
7,3,0.0024330844
8,3,0.013247719
9,3,0.13332738
10,3,0.83513343
11,3,0.97797567
12,3,0.96956956
13,3,0.76135486
14,3,0.13129917
15,3,0.022741254
0,4,0.97009474
1,4,0.97340786
2,4,0.5711794
3,4,0.06647314
4,4,0.008397232
5,4,0.007415906
6,4,0.01879929
7,4,0.050672717
8,4,0.26261395
9,4,0.8121465
10,4,0.9721982
11,4,0.97101444
12,4,0.9134778
13,4,0.7303952
14,4,0.10146757
15,4,0.015606149
0,5,0.9299751
1,5,0.8807113
2,5,0.43985617
3,5,0.12352383
4,5,0.15141697
5,5,0.24580711
6,5,0.5548559
7,5,0.80693567
8,5,0.9035729
9,5,0.9655403
10,5,0.95435023
11,5,0.9030923
12,5,0.746851
13,5,0.38248426
14,5,0.04945471
15,5,0.0075877793
0,6,0.5408032
1,6,0.4308735
2,6,0.16894642
3,6,0.35714933
4,6,0.6372453
5,6,0.8595107
6,6,0.95586497
7,6,0.9535132
8,6,0.9590294
9,6,0.9470347
10,6,0.9256047
11,6,0.89842397
12,6,0.7912309
13,6,0.29405746
14,6,0.044078533
15,6,0.013385671
0,7,0.04510422
1,7,0.02470461
2,7,0.05042453
3,7,0.14339189
4,7,0.5873488
5,7,0.7302639
6,7,0.82088363
7,7,0.8370568
8,7,0.79759675
9,7,0.82692564
10,7,0.8862935
11,7,0.94829583
12,7,0.85483634
13,7,0.51078695
14,7,0.109886825
15,7,0.028702755
0,8,0.007866701
1,8,0.006231327
2,8,0.025418103
3,8,0.13550757
4,8,0.29470444
5,8,0.33841556
6,8,0.26841122
7,8,0.2249097
8,8,0.23118524
9,8,0.32516804
10,8,0.5595129
11,8,0.70516986
12,8,0.8571992
13,8,0.75869733
14,8,0.8053447
15,8,0.43794554
0,9,0.0011363148
1,9,0.0018140717
2,9,0.017053803
3,9,0.07865764
4,9,0.099736445
5,9,0.052679222
6,9,0.01939448
7,9,0.013318772
8,9,0.021116478
9,9,0.027734859
10,9,0.06530733
11,9,0.15565135
12,9,0.34772378
13,9,0.80552745
14,9,0.9820002
15,9,0.9347774
0,10,0.0018141136
1,10,0.002879664
2,10,0.03926411
3,10,0.03880579
4,10,0.020199884
5,10,0.012812471
6,10,0.005077319
7,10,0.0039599002
8,10,0.002352921
9,10,0.001623905
10,10,0.0054202895
11,10,0.011010498
12,10,0.039660096
13,10,0.7935038
14,10,0.99901605
15,10,0.9959498
0,11,0.008888128
1,11,0.016825752
2,11,0.08536303
3,11,0.049596608
4,11,0.019361783
5,11,0.016028538
6,11,0.011593781
7,11,0.006653212
8,11,0.00164736
9,11,0.0007875704
10,11,0.001064055
11,11,0.0010295426
12,11,0.026552679
13,11,0.88290125
14,11,0.9998359
15,11,0.99875176
0,12,0.046862442
1,12,0.073800586
2,12,0.17552821
3,12,0.16356663
4,12,0.09123651
5,12,0.055396415
6,12,0.019182157
7,12,0.0037187368
8,12,0.0011761466
9,12,0.00048110128
10,12,0.0017151368
11,12,0.025594566
12,12,0.46690378
13,12,0.98997015
14,12,0.9996219
15,12,0.98632413
0,13,0.11548357
1,13,0.19102246
2,13,0.27664444
3,13,0.4031644
4,13,0.38538176
5,13,0.23511721
6,13,0.058289852
7,13,0.018284202
8,13,0.012204156
9,13,0.049996134
10,13,0.32579392
11,13,0.7639655
12,13,0.9793729
13,13,0.9965994
14,13,0.98489803
15,13,0.8348821
0,14,0.22290602
1,14,0.28200838
2,14,0.48548758
3,14,0.71289885
4,14,0.8267195
5,14,0.8975491
6,14,0.9237481
7,14,0.9676857
8,14,0.9856435
9,14,0.9949898
10,14,0.9979378
11,14,0.99637175
12,14,0.98635834
13,14,0.95132256
14,14,0.8778577
15,14,0.5289097
0,15,0.08416081
1,15,0.12776253
2,15,0.1308179
3,15,0.24458916
4,15,0.43927896
5,15,0.65361136
6,15,0.8529793
7,15,0.9269708
8,15,0.9649514
9,15,0.9332507
10,15,0.8885083
11,15,0.8119595
12,15,0.66677874
13,15,0.41432738
14,15,0.124752894
15,15,0.010426616
