1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.000000000000000096e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,4.000000000000000192e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.000000000000000559e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,8.000000000000000383e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000021e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.200000000000000112e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.399999999999999986e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.600000000000000077e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.800000000000000168e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.000000000000000042e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.200000000000000133e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.400000000000000223e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.600000000000000314e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.799999999999999972e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,3.000000000000000062e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,3.200000000000000153e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,3.400000000000000244e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,3.600000000000000335e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,3.799999999999999992e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,4.000000000000000083e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,4.200000000000000608e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,4.400000000000000265e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,4.599999999999999922e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,4.800000000000000447e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,5.000000000000000104e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,5.200000000000000629e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,5.400000000000000286e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,5.599999999999999943e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,5.800000000000000468e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.000000000000000125e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.200000000000000649e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.400000000000000307e-03,0.000000000000000000e+00,0.000000000000000000e+00
